,Song,Tags
2980,Tonight I Celebrate My Love   Karaoke Version,"karaoke:pophits1983,vol.1 bfmhit bigband,""mansorchestra"""
2981,You Got Lucky,"longafterdark tompettyandtheheartbreak heartlandrock,hardrock,rock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
2982,Dont Cry   Karaoke Version,"thekaraokechannel-toprockhitsof1983,vol.10 thekaraokechannel karaok"
2983,Breaking Us In Two,"nightandday joejackson newwavepop,sophisti-pop,powerpop,newwave,mellowgold,singer-songwriter,permanentwave,newromant"
2984,Fall in Love with Me,"powerlight earth,wind&fir jazzfunk,funk,soul,disco"
2985,When Doves Cry,"purplerain princ funk,funkrock,rock,synthfunk,minneapolissound"
2986,Whats Love Got to Do with It,"whatslovegottodowithit? tinaturn newwavepop,softrock"
2987,Say Say Say,"saysaysay(feat.paulmccartney&michaeljackson) kygo,paulmccartney,michaeljackson soul,r&b,popdance,tropicalhouse,rock,pop,beatlesque,edm,classicrock"
2988,Footloose,"yesterday,today,tomorrow-thegreatesthitsofkennyloggin kennyloggin newwavepop,heartlandrock,yachtrock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
2989,Against All Odds  - 2016 Remaster,"thesingles(expanded) philcollin softrock,rockdrum"
2990,Jump - 2015 Remaster,"1984(remastered) vanhalen rock,hardrock,albumrock,classicrock"
2991,Hello,cantslowdown lionelrichi softrock
2992,Owner of a Lonely Heart,"90125(deluxeversion) ye artrock,hardrock,rock,progressiverock,albumrock,softrock,symphonicrock,classicrock"
2993,Ghostbusters,"ghostbusters(originalmotionpicturesoundtrack)2016 rayparkerjr. bigband,""mansorchestra"""
2994,Karma Chameleon - Remastered 2002,"colourbynumb cultureclub newwavepop,synthpop,newwave,albumrock,softrock,newromant"
2995,Missing You,"nobrak johnwait heartlandrock,newwavepop,newwave,albumrock,softrock,mellowgold,newromant"
2996,All Night Long - Single Version,backtofront lionelrichi softrock
2997,"Lets Hear It for the Boy - From ""Footloose"" Original Soundtrack","letshearitfortheboy(expandededition) deniecewilliam soul,funk,post-disco,motown,urbancontemporary,contemporaryr&b,quietstorm,disco"
2998,Dancing In the Dark,"bornintheu.s.a. brucespringsteen heartlandrock,rock,permanentwave,singer-songwriter,mellowgold"
2999,Girls Just Want to Have Fun,"shessounusu cyndilaup dancepop,newwavepop,softrock,permanentwav"
3000,The Reflex - Single Version; 2010 Remaster,"sevenandtheraggedtiger(deluxeedition) duranduran newwavepop,synthpop,rock,newwave,albumrock,softrock,dancerock,newromantic,classicrock"
3001,Time After Time,"shessounusu cyndilaup dancepop,newwavepop,softrock,permanentwav"
3002,Jump,"breakout thepointersist newwavepop,girlgroup,motown,hi-nrg,softrock,disco"
3003,Talking In Your Sleep,"inheat theromant heartlandrock,newwavepop,synthpop,powerpop,newwave,albumrock,softrock,mellowgold,newromantic,classicrock"
3004,Self Control,"selfcontrol laurabranigan newwavepop,newromantic,softrock,synthpop"
3005,Lets Go Crazy,"purplerain princ funk,funkrock,rock,synthfunk,minneapolissound"
3006,Say It Isnt So,"rocknsoul,part1(expandededition) darylhall&johno heartlandrock,rock,yachtrock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
3007,Hold Me Now,"intothegap(deluxeedition) thompsontwin newwavepop,synthpop,newwave,softrock,newromant"
3008,Joanna - Single Version,"collect kool&thegang motown,funk,soul,disco"
3009,I Just Called To Say I Love You,"atthecloseofacenturi steviewond motown,soul"
3010,Somebodys Watching Me,"bodybyjake:randycoutureworkoutmix(bpm104-144) rockwel bigband,""mansorchestra"""
3011,Break My Stride,idontspeakthelanguag matthewwild newwavepop
3012,99 Luftballons,"nena nena germanpop,newwavepop"
3013,I Can Dream About You,streetsoffir danhartman disco
3014,The Glamorous Life,"theglamorouslif sheilae. funk,newjackswing,rockdrums,urbancontemporary,contemporaryr&b,freestyle,quietstorm,minneapolissound,disco"
3015,Oh Sherrie,"streettalk(expandededition) steveperri heartlandrock,newwavepop,yachtrock,albumrock,softrock,mellowgold"
3016,Stuck On You,cantslowdown lionelrichi softrock
3017,I Guess Thats Why They Call It The Blues,"toolowforzero eltonjohn glamrock,rock,pianorock,mellowgold"
3018,She Bop,"shessounusu cyndilaup dancepop,newwavepop,softrock,permanentwav"
3019,Borderline,"celebration(doublediscversion) madonna pop,dancepop"
3020,Sunglasses At Night,"firstoffens coreyhart heartlandrock,newwavepop,synthpop,newwave,albumrock,softrock,mellowgold,newromant"
3021,Eyes Without A Face,"rebelyel billyidol newwavepop,synthpop,hardrock,rock,newwave,albumrock,softrock,dancerock,newromantic,classicrock"
3022,Here Comes the Rain Again - Remastered Version,"touch(reissue-deluxeedition) eurythmics,annielennox,davestewart newwavepop,sophisti-pop,synthpop,rock,newwave,rockkeyboard,albumrock,softrock,singer-songwriter,dancerock,newromant"
3023,Uptown Girl,"aninnocentman billyjoel heartlandrock,rock,pianorock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
3024,Sister Christian,"midnightmad nightrang heartlandrock,glammetal,hardrock,albumrock,softrock,classicrock"
3025,Drive - 2017 Remaster,"heartbeatcity(expandededition) thecar newwavepop,synthpop,powerpop,hardrock,rock,newwave,albumrock,softrock,mellowgold,singer-songwriter,permanentwave,newromantic,classicrock"
3026,Twist Of Fate,"20thcenturymasters:themillenniumcollection:bestofolivianewton-john olivianewton-john australiandance,softrock,mellowgold,adultstandards,disco"
3027,Union of the Snake - 2010 Remaster,"sevenandtheraggedtiger(deluxeedition) duranduran newwavepop,synthpop,rock,newwave,albumrock,softrock,dancerock,newromantic,classicrock"
3028,The Heart Of Rock And Roll,"sport hueylewis&thenew newwavepop,hardrock,rock,albumrock,softrock,mellowgold,singer-songwriter,newromantic,classicrock"
3029,Hard Habit to Break - 2006 Remaster,"chicago17(expanded&remastered) chicago rock,yachtrock,albumrock,softrock,mellowgold,classicrock"
3030,The Warrior,"warrior scandal,pattysmyth newwavepop"
3031,If Ever Youre in My Arms Again,"bedroomclassics,vol.2 peabobryson quietstorm"
3032,Automatic,"breakout(1983version-expandededition) thepointersist newwavepop,girlgroup,motown,hi-nrg,softrock,disco"
3033,Let the Music Play,"letthemusicplay shannon minneapolissound,post-disco,freestyle,hi-nrg"
3034,To All the Girls Ive Loved Before   Karaoke Version,"thekaraokechannel-countryhitsof1984,vol.1 thekaraokechannel karaok"
3035,Caribbean Queen,"theverybestofbillyocean billyocean newwavepop,synthpop,yachtrock,softrock,mellowgold,newromantic,disco"
3036,Thats All - 2007 Remaster,"genesi genesi artrock,hardrock,rock,progressiverock,albumrock,softrock,mellowgold,symphonicrock,classicrock"
3037,Running With The Night - Single Version,backtofront lionelrichi softrock
3038,Sad Songs,"tobecontinued... eltonjohn glamrock,rock,pianorock,mellowgold"
3039,I Want A New Drug,"greatesthits:hueylewisandthenew hueylewis&thenew newwavepop,hardrock,rock,albumrock,softrock,mellowgold,singer-songwriter,newromantic,classicrock"
3040,Islands in the Stream,"dolli dollyparton,kennyrog country,classiccountrypop,nashvillesound,countrydawn"
3041,Love Is A Battlefield,"thecollect patbenatar heartlandrock,newwavepop,glammetal,hardrock,rock,albumrock,softrock,mellowgold,singer-songwriter,newromantic,classicrock"
3042,Infatuation,"camouflage(expandededition) rodstewart softrock,mellowgold"
3043,Almost Paradise,"classic mikereno,annwilson bigband,""mansorchestra"""
3044,Legs - 2008 Remaster,"elimin zztop bluesrock,rock,hardrock,albumrock,classicrock"
3045,State of Shock,"victori thejacksons,mickjagg motown,dancerock,classicrock,disco"
3046,"Love Somebody - from ""Hard to Hold"" - Original Soundtrack","hardtohold rickspringfield heartlandrock,newwavepop,glammetal,hardrock,yachtrock,australianrock,albumrock,softrock,mellowgold,newromantic,classicrock"
3047,Miss Me Blind - Remastered 2003,"colourbynumb cultureclub newwavepop,synthpop,newwave,albumrock,softrock,newromant"
3048,If This Is It,"sport hueylewis&thenew newwavepop,hardrock,rock,albumrock,softrock,mellowgold,singer-songwriter,newromantic,classicrock"
3049,You Might Think,"heartbeatcity(expandededition) thecar newwavepop,synthpop,powerpop,hardrock,rock,newwave,albumrock,softrock,mellowgold,singer-songwriter,permanentwave,newromantic,classicrock"
3050,Lucky Star,"madonna madonna pop,dancepop"
3051,Cover Me,"bornintheu.s.a. brucespringsteen heartlandrock,rock,permanentwave,singer-songwriter,mellowgold"
3052,Cum on Feel the Noize,"metalhealth quietriot glammetal,hardrock,rock,metal,albumrock,classicrock"
3053,Breakdance - Radio Edit,"whatafeelin irenecara newwavepop,synthpop,softrock,newromantic,disco"
3054,Adult Education,"rocknsoul,part1(expandededition) darylhall&johno heartlandrock,rock,yachtrock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
3055,They Dont Know,youbrokemyheartinseventeenplac traceyullman newwavepop
3056,An Innocent Man,"aninnocentman billyjoel heartlandrock,rock,pianorock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
3057,Cruel Summer,"bananarama(collectorsedition) bananarama newwavepop,girlgroup,newwave,hi-nrg,softrock,newromant"
3058,Dance Hall Days,"pointsonthecurv wangchung newwavepop,synthpop,newwave,albumrock,softrock,newromant"
3059,Give It Up,"allinanightswork(expandedversion) kc&thesunshineband soul,newwavepop,softrock,mellowgold,disco"
3060,I’m So Excited - Live,"greatesthitsl thepointersist newwavepop,girlgroup,motown,hi-nrg,softrock,disco"
3061,I Still Cant Get Over Loving You,"womanoutofcontrol(expandededition) rayparkerjr. bigband,""mansorchestra"""
3062,Thriller,"thriller25superdeluxeedit michaeljackson soul,r&b"
3063,Holiday,"madonna madonna pop,dancepop"
3064,Breakin...Theres No Stopping Us,"breakin(originalmotionpicturesoundtrack) ollie&jerri bigband,""mansorchestra"""
3065,Nobody Told Me - Remastered 2010,"milkandhoney johnlennon beatlesque,rock,classicrock"
3066,Church Of The Poison Mind - Remastered 2002,"colourbynumb cultureclub newwavepop,synthpop,newwave,albumrock,softrock,newromant"
3067,Think of Laura,"anotherpag christophercross softrock,yachtrock,mellowgold"
3068,Time Will Reveal,"inaspecialway debarg funk,r&b,urbancontemporary,contemporaryr&b,quietstorm"
3069,Wrapped Around Your Finger,"synchronicity(remastered2003) thepolic permanentwave,rock,albumrock,classicrock"
3070,Pink Houses,"uh-huh! johnmellencamp heartlandrock,countryrock,hardrock,rock,folkrock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
3071,Round and Round,"outofthecellar ratt hardrock,albumrock,glammet"
3072,Head Over Heels,"greatest ""thego-gos"" heartlandrock,newromantic,newwavepop,synthpop,girlgroup,janglepop,newwave,albumrock,softrock,mellowgold,singer-songwriter,permanentwave,candypop,classicrock"
3073,The Longest Time,"aninnocentman billyjoel heartlandrock,rock,pianorock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
3074,Tonight,"intheheart kool&thegang motown,funk,soul,disco"
3075,Got a Hold on Me,"christinemcvi christinemcvi rockkeyboard,yachtrock"
3076,Dancing in the Sheets,"heartbreak shalamar soul,funk,post-disco,newjackswing,motown,urbancontemporary,quietstorm,disco"
3077,Undercover  - Remastered 2009,"undercover(2009re-mastered) therollingston rock,classicrock,albumrock,britishinvas"
3078,On The Dark Side,eddieandthecruisers-originalmotionpicturesoundtrack johncafferty&thebeaverbrownband heartlandrock
3079,New Moon on Monday - 2010 Remaster,"sevenandtheraggedtiger(deluxeedition) duranduran newwavepop,synthpop,rock,newwave,albumrock,softrock,dancerock,newromantic,classicrock"
3080,Major Tom,"thedifferentstory(worldoflustandcrime) peterschil germanpop,neuedeutschewelle,synthpop"
3081,Magic - 2017 Remaster,"heartbeatcity(expandededition) thecar newwavepop,synthpop,powerpop,hardrock,rock,newwave,albumrock,softrock,mellowgold,singer-songwriter,permanentwave,newromantic,classicrock"
3082,When You Close Your Eyes,"midnightmad nightrang heartlandrock,glammetal,hardrock,albumrock,softrock,classicrock"
3083,Rock Me Tonite,"signsoflif billysqui heartlandrock,glammetal,hardrock,rock,albumrock,softrock,southernrock,classicrock"
3084,Yah Mo B There,"itsyournight jamesingram,michaelmcdonald yachtrock,quietstorm,softrock,mellowgold"
3085,Careless Whisper,ladiesandgentlemen...thebestofgeorgemichael georgemichael newwavepop
3086,Like a Virgin,"likeavirgin madonna pop,dancepop"
3087,Wake Me Up Before You Go-Go,"makeitbig wham! newwavepop,synthpop,newwave,softrock,newromant"
3088,I Want to Know What Love Is - 1999 Remaster,"agentprovocateur foreign heartlandrock,glammetal,hardrock,rock,albumrock,softrock,mellowgold,classicrock"
3089,I Feel for You,"ifeelfory chakakhan soul,funk,quietstorm,neosoul,disco"
3090,Out of Touch,"theverybestofdarylhall/johno darylhall&johno heartlandrock,rock,yachtrock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
3091,Everybody Wants To Rule The World,"songsfromthebigchair(superdeluxeedition) tearsforfear newwavepop,sophisti-pop,synthpop,rock,newwave,permanentwave,newromant"
3092,Money for Nothing,"brothersinarm direstrait rock,mellowgold,albumrock,classicrock"
3093,Crazy for You - Edit,"theimmaculatecollect madonna pop,dancepop"
3094,Take on Me,"huntinghighandlow a-ha newwavepop,synthpop,newwave,softrock,permanentwave,newromant"
3095,Everytime You Go Away,"lovesong paulyoung newwavepop,synthpop,newwave,softrock,mellowgold,newromant"
3096,Easy Lover,"constellations:theuniverseofearth,wind&fir philipbailey,philcollin rockdrums,yachtrock,softrock"
3097,"Cant Fight This Feeling - Live at Kemper Arena, Kansas City, MO - January 1985","theseconddecadeofrockandroll1981to1991 reospeedwagon heartlandrock,glammetal,hardrock,rock,albumrock,softrock,mellowgold,classicrock"
3098,We Built This City,"kneedeepinthehoopla starship heartlandrock,newwavepop,synthpop,albumrock,softrock,mellowgold,newromantic,classicrock"
3099,The Power Of Love,"greatesthits:hueylewisandthenew hueylewis&thenew newwavepop,hardrock,rock,albumrock,softrock,mellowgold,singer-songwriter,newromantic,classicrock"
3100,"Dont You  - Live at John F. Kennedy Stadium, 13th July 1985","simplemindsatliveaid(liveatjohnf.kennedystadium,13thjuly1985) simplemind newwavepop,synthpop,rock,newwave,albumrock,softrock,dancerock,newromantic,scottishnewwav"
3101,Cherish - Single Version,"collect kool&thegang motown,funk,soul,disco"
3102,St. Elmos Fire,st.elmosfire-musicfromtheoriginalmotionpicturesoundtrack johnparr newwavepop
3103,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack","abovetheclouds-thecollection(deluxe) glennfrey heartlandrock,newwavepop,countryrock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
3104,We Are The World,"happymusicbox-amusicboxforpeace- usaforafrica bigband,""mansorchestra"""
3105,Shout,"songsfromthebigchair tearsforfear newwavepop,sophisti-pop,synthpop,rock,newwave,permanentwave,newromant"
3106,Part-Time Lover,"insquarecircl steviewond motown,soul"
3107,Saving All My Love for You,whitneyhouston whitneyhouston dancepop
3108,Heaven,"reckless(30thanniversary/deluxeedition) bryanadam heartlandrock,canadianpop,canadiansinger-songwriter,softrock,mellowgold,classiccanadianrock"
3109,Everything She Wants,"makeitbig wham! newwavepop,synthpop,newwave,softrock,newromant"
3110,Cool It Now,"newedit newedit r&b,newjackswing,urbancontemporary,contemporaryr&b,boyband"
3111,Miami Vice Theme,escapefromtelevis janhamm jazzfus
3112,Loverboy,"theverybestofbillyocean billyocean newwavepop,synthpop,yachtrock,softrock,mellowgold,newromantic,disco"
3113,Lovergirl,"r&b:fromdoo-woptohip-hop teenamari funk,r&b,newjackswing,urbancontemporary,contemporaryr&b,quietstorm,neosoul"
3114,You Belong To The City,"abovetheclouds-thecollection(deluxe) glennfrey heartlandrock,newwavepop,countryrock,albumrock,softrock,mellowgold,singer-songwriter,classicrock"
3115,Oh Sheila,"readyfortheworld readyfortheworld newjackswing,minneapolissound,contemporaryr&b,boyband"
3116,Rhythm Of The Night,"rhythmofthenight debarg funk,r&b,urbancontemporary,contemporaryr&b,quietstorm"
3117,One More Night - 2016 Remaster,"nojacketrequired(2016remaster) philcollin softrock,rockdrum"
3118,Sea of Love - 2006 Remaster,"thehoneydrippers,vol.1(expanded) thehoneydripp bigband,""mansorchestra"""
3119,A View to a Kill,"decad duranduran newwavepop,synthpop,rock,newwave,albumrock,softrock,dancerock,newromantic,classicrock"
